ot,lat,lon,dep,mag
2012-08-27T00:30:10.576452Z,32.8266,-115.5532,13,-3.92
2012-08-27T00:38:41.191633Z,32.7866,-115.5732,22,-4.07
2012-08-27T01:10:11.054332Z,32.9466,-115.6132,25,-3.81
2012-08-27T02:10:49.007047Z,32.9266,-115.4732,13,-3.23
2012-08-27T02:11:46.879729Z,32.9666,-115.6132,7,-3.35
2012-08-27T02:20:36.709444Z,33.4666,-115.8932,17,-3.55
2012-08-27T02:20:53.558532Z,33.0866,-115.5132,25,-3.39
2012-08-27T02:40:55.267030Z,32.8266,-115.5332,1,-4.13
2012-08-27T02:47:24.224966Z,32.9266,-115.6332,1,-3.73
2012-08-27T03:21:05.490476Z,32.8866,-115.5132,17,-3.85
2012-08-27T04:00:28.525317Z,32.8266,-115.5132,21,-3.77
2012-08-27T05:04:42.906888Z,33.2266,-115.4332,25,-3.62
2012-08-27T05:07:44.524173Z,33.1666,-115.5532,21,-3.80
2012-08-27T05:11:13.985284Z,32.8666,-115.6532,22,-3.41
2012-08-27T05:21:43.057506Z,32.8866,-115.4932,21,-2.92
2012-08-27T05:36:12.014428Z,32.7866,-115.5332,22,-4.07
2012-08-27T05:38:42.517381Z,32.7666,-115.5332,10,-3.30
2012-08-27T07:18:50.135159Z,32.9266,-115.5532,21,-3.47
2012-08-27T07:36:14.785952Z,32.9066,-115.5332,19,-4.17
2012-08-27T08:39:43.584841Z,32.7666,-115.5532,15,-3.95
2012-08-27T13:15:59.798776Z,32.8466,-115.5132,15,-3.74
2012-08-27T13:33:35.336871Z,32.9466,-115.5532,14,-3.26
2012-08-27T14:19:34.140840Z,33.0066,-115.5132,7,-3.89
2012-08-27T20:03:39.651951Z,32.9666,-115.5132,24,-3.53
2012-08-27T00:26:39.421792Z,32.9666,-115.6532,25,-3.72
2012-08-27T00:32:08.630635Z,33.0066,-115.5132,22,-3.66
2012-08-27T01:04:17.347976Z,32.7066,-115.5732,1,-3.52
2012-08-27T03:16:30.619229Z,32.9266,-115.5732,23,-3.75
2012-08-27T03:17:01.433300Z,32.9066,-115.5932,23,-3.76
2012-08-27T03:41:40.121349Z,32.9266,-115.6932,19,-3.51
2012-08-27T04:06:24.941571Z,32.9666,-115.5932,8,-4.14
2012-08-27T04:13:48.614586Z,32.8066,-115.5332,18,-3.90
2012-08-27T04:47:31.358056Z,32.9266,-115.4732,16,-2.85
2012-08-27T05:33:42.549230Z,33.2266,-115.5332,22,-3.46
2012-08-27T05:54:57.439127Z,33.1066,-115.5332,24,-3.93
2012-08-27T07:03:17.356253Z,33.3666,-115.8132,23,-4.60
2012-08-27T07:07:04.957506Z,32.9466,-115.6332,1,-3.99
2012-08-27T07:20:54.618968Z,32.8866,-115.5332,18,-4.30
2012-08-27T08:27:36.200182Z,32.9466,-115.5932,14,-3.41
2012-08-27T08:38:30.321905Z,33.3866,-116.2132,23,-3.39
2012-08-27T09:23:02.177959Z,33.0266,-115.6732,8,-4.03
2012-08-27T09:36:02.720436Z,32.8866,-115.5532,21,-3.50
2012-08-27T09:41:19.203254Z,32.7666,-115.5732,18,-3.84
2012-08-27T10:24:58.949921Z,32.6866,-115.4532,9,-4.22
2012-08-27T10:44:15.777563Z,32.8066,-115.4732,12,-4.11
2012-08-27T10:52:19.732381Z,32.9066,-115.4932,16,-4.19
2012-08-27T10:57:57.409547Z,32.6466,-115.7932,16,-4.27
2012-08-27T13:26:55.352460Z,32.7866,-115.5132,15,-3.99
2012-08-27T16:41:45.471792Z,32.9266,-115.5532,21,-3.23
2012-08-27T18:08:00.528142Z,32.9466,-115.5732,23,-3.34
2012-08-27T20:16:54.167030Z,32.9666,-115.5332,24,-3.10
2012-08-27T00:01:33.973730Z,33.5066,-116.1532,16,-3.58
2012-08-27T00:23:33.954445Z,32.7266,-115.5132,1,-3.40
2012-08-27T00:52:42.994808Z,33.4066,-116.2132,23,-3.74
2012-08-27T00:53:10.998333Z,32.8266,-115.5332,16,-4.11
2012-08-27T01:23:02.904444Z,32.9666,-115.5732,13,-4.19
2012-08-27T01:50:33.630182Z,33.5266,-115.9132,23,-3.65
2012-08-27T02:10:28.668175Z,33.2066,-114.9732,25,-3.45
2012-08-27T02:50:20.772183Z,33.5666,-115.2932,25,-3.60
2012-08-27T03:35:02.117602Z,32.7066,-115.4332,1,-3.97
2012-08-27T03:40:12.811825Z,32.7066,-115.3332,1,-3.21
2012-08-27T03:50:13.542778Z,32.8066,-115.5332,22,-3.73
2012-08-27T03:52:42.428095Z,32.7666,-115.4132,22,-3.96
2012-08-27T03:53:25.756667Z,32.7866,-115.5132,8,-4.22
2012-08-27T03:59:16.686984Z,32.7266,-115.5132,1,-3.10
2012-08-27T04:15:32.288333Z,32.6866,-115.5332,1,-3.26
2012-08-27T04:22:51.642761Z,32.9266,-115.5532,19,-3.62
2012-08-27T04:46:19.364586Z,32.8466,-115.3532,1,-2.59
2012-08-27T05:07:37.315443Z,33.4466,-115.6532,25,-3.33
2012-08-27T05:10:31.164762Z,32.7666,-115.6132,13,-3.09
2012-08-27T05:12:00.985182Z,32.9266,-115.4932,1,-3.55
2012-08-27T05:13:26.759444Z,32.9466,-115.5332,14,-4.09
2012-08-27T05:20:50.433333Z,33.0466,-115.5332,24,-3.11
2012-08-27T05:46:08.923832Z,32.5666,-115.5332,22,-3.02
2012-08-27T05:47:29.227143Z,32.9866,-115.6932,1,-3.02
2012-08-27T06:23:44.864762Z,32.9066,-115.4732,15,-3.64
2012-08-27T06:44:26.234127Z,32.5666,-115.6732,17,-4.42
2012-08-27T06:53:43.104127Z,32.7666,-115.7132,1,-3.63
2012-08-27T07:12:01.758651Z,32.9066,-115.5132,1,-4.48
2012-08-27T07:20:59.709428Z,32.6866,-115.5532,1,-4.22
2012-08-27T07:32:05.338254Z,32.8666,-115.6332,20,-2.55
2012-08-27T07:49:30.761349Z,32.6666,-115.4732,1,-4.27
2012-08-27T07:53:37.565873Z,32.9066,-115.5732,14,-3.88
2012-08-27T08:38:55.289252Z,32.9066,-115.5932,23,-3.95
2012-08-27T08:57:17.457840Z,33.5666,-115.9732,15,-3.26
2012-08-27T08:59:49.139365Z,32.7466,-115.5132,1,-3.80
2012-08-27T09:18:00.281316Z,32.7066,-115.5532,6,-4.18
2012-08-27T10:57:32.721213Z,32.8866,-115.4932,14,-4.03
2012-08-27T11:17:58.246610Z,32.6866,-115.5532,1,-4.08
2012-08-27T12:11:04.368617Z,32.6466,-115.4932,1,-3.90
2012-08-27T13:37:12.670999Z,33.0266,-115.5732,19,-3.80
2012-08-27T15:03:39.724524Z,32.8666,-115.5132,17,-3.57
2012-08-27T15:38:26.974524Z,32.8266,-115.5132,13,-3.95
2012-08-27T16:52:00.615000Z,32.8666,-115.5532,18,-3.34
2012-08-27T17:55:59.654332Z,32.9066,-115.4932,12,-4.13
2012-08-27T00:26:46.177563Z,32.8666,-115.3532,1,-3.43
2012-08-27T00:29:44.585397Z,32.5666,-116.1932,1,-3.52
2012-08-27T00:40:19.237778Z,32.7266,-115.4732,4,-3.42
2012-08-27T00:44:53.736310Z,33.0866,-115.5132,25,-3.70
2012-08-27T01:17:42.300539Z,33.5066,-114.9732,25,-3.55
2012-08-27T01:25:11.122364Z,32.6866,-116.0532,20,-4.16
2012-08-27T01:36:11.000142Z,32.8866,-115.5332,8,-4.11
2012-08-27T01:50:51.127897Z,32.8466,-115.6332,21,-3.84
2012-08-27T02:10:41.926554Z,32.8466,-115.7132,22,-3.92
2012-08-27T02:20:01.975873Z,32.8666,-115.4932,1,-3.70
2012-08-27T02:36:35.521389Z,33.3866,-115.3132,25,-3.92
2012-08-27T02:42:16.578810Z,32.7666,-115.5132,1,-3.78
2012-08-27T03:14:32.133690Z,32.8066,-115.6132,19,-3.98
2012-08-27T03:24:00.338674Z,32.7866,-115.6332,18,-4.19
2012-08-27T03:44:17.021627Z,32.7266,-115.4732,1,-3.83
2012-08-27T03:58:35.676111Z,32.5666,-115.6132,21,-4.05
2012-08-27T04:52:15.280579Z,32.7266,-115.5932,1,-2.83
2012-08-27T04:53:17.225516Z,32.6866,-115.5332,1,-2.88
2012-08-27T04:55:40.865674Z,32.7666,-115.6132,19,-3.96
2012-08-27T04:59:34.555794Z,32.7666,-115.4332,1,-3.18
2012-08-27T05:20:57.139286Z,32.6266,-115.7932,1,-3.77
2012-08-27T05:22:56.115714Z,32.6466,-115.4332,1,-3.61
2012-08-27T06:07:55.435737Z,33.0066,-116.1732,18,-1.40
2012-08-27T06:11:19.941230Z,32.8266,-115.4932,1,-3.72
2012-08-27T06:17:18.390840Z,32.7066,-115.4932,1,-3.95
2012-08-27T06:47:35.386587Z,32.5666,-115.8532,23,-3.34
2012-08-27T06:51:21.905919Z,32.9266,-115.5932,19,-3.76
2012-08-27T06:51:30.426905Z,32.8066,-115.3732,1,-3.95
2012-08-27T06:55:17.073379Z,32.6066,-115.5532,1,-3.66
2012-08-27T07:06:13.020556Z,32.6466,-115.6332,1,-4.22
2012-08-27T07:39:00.833571Z,32.6866,-115.5332,10,-3.87
2012-08-27T07:41:44.309428Z,32.6866,-115.5532,3,-4.10
2012-08-27T08:00:58.157500Z,32.7866,-115.4932,17,-3.98
2012-08-27T08:28:34.978294Z,32.9266,-115.5532,21,-4.24
2012-08-27T08:38:13.856191Z,32.7466,-115.4932,1,-4.02
2012-08-27T08:53:30.221213Z,32.8866,-115.8332,1,-4.44
2012-08-27T08:55:09.617659Z,33.2666,-115.3732,25,-4.00
2012-08-27T09:07:11.672936Z,32.6866,-115.5332,1,-4.03
2012-08-27T09:20:03.363175Z,32.6266,-115.5732,5,-3.89
2012-08-27T09:24:09.924507Z,32.5666,-115.6532,12,-4.11
2012-08-27T09:33:49.216905Z,32.5666,-115.6532,13,-3.94
2012-08-27T09:45:31.709269Z,32.8266,-115.5332,9,-4.16
2012-08-27T09:49:43.371627Z,32.9266,-115.9132,24,-3.76
2012-08-27T10:05:37.018912Z,32.8266,-115.5332,1,-3.86
2012-08-27T10:10:42.285952Z,32.8666,-115.5332,25,-4.43
2012-08-27T10:40:56.542857Z,32.6066,-115.4332,9,-4.31
2012-08-27T11:39:35.718492Z,32.7666,-115.4332,1,-4.06
2012-08-27T11:47:51.590119Z,32.8066,-115.5332,1,-4.20
2012-08-27T12:26:48.116055Z,32.8466,-115.5132,14,-4.18
2012-08-27T13:24:43.506713Z,32.6466,-115.6532,1,-3.77
2012-08-27T15:44:58.661475Z,33.0866,-115.3532,25,-4.72
2012-08-27T17:00:57.741849Z,32.7866,-115.5332,11,-3.98
2012-08-27T17:12:21.222007Z,32.8266,-115.5932,12,-3.23
2012-08-27T17:14:09.790675Z,32.5866,-115.3132,1,-2.91
2012-08-27T17:47:50.979564Z,32.9066,-115.6732,23,-2.07
2012-08-27T18:05:50.564524Z,32.6066,-115.2732,10,-1.75
2012-08-27T19:25:40.937381Z,32.8466,-115.5932,23,-3.58
2012-08-27T23:55:17.040046Z,32.9066,-115.6132,1,-3.93
2012-08-27T00:15:37.334921Z,32.9266,-115.5732,12,-3.42
2012-08-27T00:15:42.514722Z,32.7866,-115.5532,1,-3.94
2012-08-27T00:22:07.404762Z,32.7866,-115.5332,1,-3.99
2012-08-28T23:17:41.090046Z,32.8866,-115.5332,12,-3.08
2012-08-28T01:48:12.331610Z,32.9666,-115.5332,24,-3.65
2012-08-28T08:54:15.154332Z,32.9066,-115.5932,16,-2.11
2012-08-28T00:20:39.944921Z,32.9466,-115.5532,18,-3.42
2012-08-28T01:30:56.558515Z,33.0266,-115.5932,1,-3.89
2012-08-28T06:56:16.239031Z,32.8466,-115.5532,18,-3.26
2012-08-28T10:31:59.320754Z,32.9466,-115.5332,18,-3.44
2012-08-28T13:37:28.478730Z,32.9266,-115.5532,17,-3.48
2012-08-28T10:12:59.531190Z,32.8466,-115.5132,21,-3.58
2012-08-28T23:52:44.758095Z,32.8266,-115.5332,15,-3.15
2012-08-28T21:30:28.603141Z,32.9466,-115.5332,12,-3.39
2012-08-28T22:54:13.431548Z,32.7866,-115.5132,18,-3.11
2012-08-28T09:59:13.623135Z,32.9066,-115.5532,19,-3.76
2012-08-28T19:23:26.664649Z,32.8866,-115.5732,25,-3.66
2012-08-28T02:06:59.352563Z,32.9466,-115.5932,20,-3.28
2012-08-28T06:59:55.858651Z,32.9866,-115.5532,24,-3.81
2012-08-28T08:53:16.625119Z,32.8466,-115.5532,19,-3.53
2012-08-28T10:52:00.258532Z,32.9266,-115.5532,18,-3.48
2012-08-28T01:49:45.377064Z,32.7466,-115.5532,14,-3.40
2012-08-28T04:17:44.239983Z,32.9266,-115.5532,22,-3.78
2012-08-28T07:51:13.315278Z,33.0066,-115.6132,25,-3.89
2012-08-28T18:47:45.132110Z,33.0066,-115.5932,20,-3.26
2012-08-28T20:05:30.041633Z,32.5666,-115.9732,1,-2.18
2012-08-28T02:55:16.007937Z,32.8666,-115.5532,21,-3.51
2012-08-28T08:35:48.825397Z,32.9466,-115.5732,20,-3.33
2012-08-28T10:44:07.520539Z,32.8466,-115.5332,16,-3.14
2012-08-28T10:59:34.743221Z,32.8266,-115.5732,17,-2.88
2012-08-28T23:50:52.835221Z,32.9066,-115.5132,21,-3.48
2012-08-28T01:57:27.250952Z,32.9066,-115.5332,14,-3.76
2012-08-28T06:06:26.200238Z,32.7266,-115.5532,12,-3.71
2012-08-28T07:02:52.021508Z,32.8466,-115.5332,17,-3.64
2012-08-28T07:44:45.910556Z,32.8066,-115.4932,9,-4.06
2012-08-28T09:18:17.237087Z,32.9066,-115.5532,20,-3.78
2012-08-28T09:29:31.279904Z,33.0266,-115.5932,20,-3.38
2012-08-28T21:17:04.890595Z,32.9066,-115.5732,20,-3.16
2012-08-28T02:24:26.745476Z,32.8466,-115.5532,25,-4.00
2012-08-28T02:57:25.881905Z,33.0266,-115.4732,23,-3.18
2012-08-28T02:59:00.247857Z,32.7266,-115.6332,18,-3.90
2012-08-28T03:15:27.326055Z,32.7066,-115.5132,7,-3.81
2012-08-28T03:29:00.528016Z,32.8466,-115.5732,20,-3.72
2012-08-28T03:45:27.475397Z,33.0266,-115.5332,25,-3.54
2012-08-28T04:42:16.430397Z,32.8066,-115.4732,11,-3.72
2012-08-28T07:58:55.753142Z,32.9066,-115.5532,21,-3.99
2012-08-28T09:20:00.082540Z,32.7266,-115.6132,17,-3.87
2012-08-28T10:08:32.714587Z,33.0266,-115.6732,9,-3.18
2012-08-28T11:47:44.610119Z,32.9866,-115.4932,22,-4.17
2012-08-28T01:21:57.718492Z,32.9266,-115.5332,19,-4.13
2012-08-28T03:23:18.896508Z,32.9266,-115.5132,13,-3.96
2012-08-28T03:36:27.392302Z,32.7266,-115.4732,1,-3.83
2012-08-28T04:12:44.430397Z,32.9266,-115.4532,19,-3.96
2012-08-28T04:57:18.942976Z,32.9266,-115.5932,22,-2.45
2012-08-28T05:44:27.440840Z,32.7266,-115.5132,6,-3.95
2012-08-28T07:51:57.750817Z,32.8266,-115.5532,23,-3.71
2012-08-28T08:24:26.937024Z,32.7466,-115.5132,15,-4.19
2012-08-28T08:56:00.450476Z,32.8266,-115.5732,19,-3.56
2012-08-28T09:43:11.517302Z,32.7266,-115.5132,20,-3.95
2012-08-28T11:13:13.412659Z,32.8266,-115.5732,17,-3.60
2012-08-28T11:28:07.818832Z,32.9466,-115.5332,10,-3.60
2012-08-28T11:30:12.645754Z,32.8866,-115.5532,22,-3.97
2012-08-28T21:58:02.960833Z,32.9266,-115.5732,22,-2.60
2012-08-28T02:45:49.359887Z,32.9266,-115.5532,19,-3.16
2012-08-28T03:15:03.917698Z,32.7266,-115.5132,1,-3.70
2012-08-28T03:49:29.747857Z,32.9066,-115.5732,25,-3.83
2012-08-28T06:59:24.426667Z,32.7666,-115.5532,22,-4.09
2012-08-28T07:40:35.000238Z,32.7266,-115.4932,1,-3.69
2012-08-28T07:52:37.065079Z,32.8266,-115.5332,16,-4.11
2012-08-28T07:54:49.243515Z,32.5666,-115.6532,1,-3.92
2012-08-28T08:05:19.055794Z,32.8866,-115.5332,18,-3.89
2012-08-28T09:31:32.775992Z,32.9466,-115.4932,18,-3.87
2012-08-28T09:56:45.761825Z,32.9666,-115.5932,10,-4.33
2012-08-28T10:17:34.495754Z,32.9266,-115.5132,15,-3.88
2012-08-28T11:09:58.836310Z,32.7866,-115.5932,22,-3.82
2012-08-28T01:44:40.870318Z,32.6266,-115.4132,1,-3.72
2012-08-28T03:35:16.567976Z,32.8866,-115.5532,22,-3.37
2012-08-28T04:44:00.727579Z,32.8266,-115.5332,21,-3.93
2012-08-28T06:26:07.286412Z,32.8666,-115.5532,19,-3.97
2012-08-28T08:49:50.654087Z,32.8266,-115.5332,16,-3.70
2012-08-28T09:27:24.544808Z,32.9666,-115.5732,25,-3.90
2012-08-28T09:46:46.025301Z,32.8866,-115.5132,16,-4.33
2012-08-28T09:56:13.053770Z,32.6866,-115.4932,3,-3.88
2012-08-28T10:46:03.990317Z,32.7666,-115.5532,13,-3.07
2012-08-28T11:07:56.435975Z,32.8266,-115.5532,3,-4.32
2012-08-28T11:10:27.078198Z,32.8266,-115.5532,19,-4.01
2012-08-28T13:39:46.673135Z,32.9066,-115.5532,19,-3.40
2012-08-28T16:33:57.100357Z,32.8066,-115.5132,15,-3.35
2012-08-28T22:54:08.317460Z,32.5666,-115.4332,24,-2.92
2012-08-28T22:54:18.696729Z,32.7866,-115.8932,3,-4.34
2012-08-28T00:52:48.309094Z,32.9266,-115.5532,23,-4.17
2012-08-28T02:07:43.754332Z,32.8466,-115.7332,23,-3.52
2012-08-28T02:17:50.724405Z,32.8666,-115.5132,18,-3.65
2012-08-28T03:50:43.059887Z,32.8866,-115.4732,18,-3.91
2012-08-28T04:51:04.865317Z,32.7866,-115.5132,16,-3.68
2012-08-28T07:05:12.972143Z,32.7266,-115.5332,13,-4.21
2012-08-28T08:12:18.689603Z,32.7666,-115.5332,17,-4.10
2012-08-28T12:49:55.676905Z,32.8466,-115.4932,10,-4.11
2012-08-28T23:17:46.997540Z,32.7666,-115.3132,1,-3.04
2012-08-28T02:00:30.224349Z,32.8266,-115.5532,17,-4.03
2012-08-28T02:01:18.817976Z,32.9266,-115.6132,20,-1.16
2012-08-28T04:15:17.467937Z,32.5666,-115.8132,1,-3.95
2012-08-28T04:20:57.451270Z,32.8866,-115.4532,20,-3.81
2012-08-28T04:52:43.967761Z,33.0266,-115.6532,11,-4.06
2012-08-28T06:35:14.980698Z,32.9666,-115.5732,14,-4.10
2012-08-28T07:56:27.385284Z,32.9066,-115.6732,1,-4.58
2012-08-28T07:57:58.970079Z,32.9066,-115.5132,18,-4.16
2012-08-28T08:58:16.591746Z,32.9466,-115.5132,20,-3.77
2012-08-28T10:05:28.987778Z,32.9866,-115.7132,23,-3.98
2012-08-28T10:16:25.356786Z,32.8066,-115.4532,24,-4.01
2012-08-28T10:44:13.832460Z,32.7066,-115.1532,1,-3.29
2012-08-28T11:03:40.567245Z,32.7666,-115.5132,21,-4.23
2012-08-28T11:06:26.701706Z,32.6266,-115.6332,14,-4.17
2012-08-28T11:43:32.008056Z,32.8866,-115.5132,14,-4.46
2012-08-28T11:46:55.107840Z,32.9266,-115.5532,20,-4.49
2012-08-28T12:15:59.623135Z,32.8866,-115.4732,10,-4.02
2012-08-28T12:39:36.691174Z,32.8866,-115.6132,23,-3.53
2012-08-28T12:39:43.096905Z,32.6866,-115.6132,1,-3.57
2012-08-28T15:33:07.423889Z,32.9666,-115.5732,9,-3.53
2012-08-28T17:25:58.689031Z,32.8466,-115.5132,4,-4.14
2012-08-28T19:15:32.060913Z,32.8066,-115.4932,1,-3.75
2012-08-28T20:42:12.343952Z,32.7866,-115.5332,17,-4.02
2012-08-28T22:57:07.227500Z,32.9266,-115.5332,3,-3.78
2012-08-28T23:09:56.221967Z,32.8266,-115.4932,10,-4.32
2012-08-28T00:52:00.558175Z,33.0666,-115.5132,11,-4.05
2012-08-28T01:07:52.535714Z,32.9466,-115.5532,2,-3.69
2012-08-29T01:53:15.825119Z,32.8466,-115.5532,17,-3.34
2012-08-29T01:55:58.227642Z,33.0866,-115.6132,11,-3.46
2012-08-29T04:30:13.268968Z,32.7466,-115.5532,14,-3.67
2012-08-29T05:47:32.493833Z,32.9466,-115.5732,20,-3.63
2012-08-29T05:02:12.976349Z,32.9466,-115.5532,19,-3.73
2012-08-29T08:07:39.408651Z,33.0466,-115.6332,25,-3.47
2012-08-29T09:31:00.301951Z,33.0066,-115.5732,15,-3.59
2012-08-29T10:33:24.626270Z,32.9666,-115.5132,20,-3.56
2012-08-29T19:45:02.100000Z,32.8466,-115.5932,22,-3.09
2012-08-29T20:42:34.405238Z,32.8466,-115.5732,18,-2.69
2012-08-29T03:15:43.116570Z,32.9266,-115.5132,18,-3.59
2012-08-29T13:07:16.150300Z,32.9466,-115.5332,21,-3.36
2012-08-29T13:41:44.833118Z,32.5666,-115.8732,1,-3.22
2012-08-29T00:22:27.644808Z,32.7866,-115.5532,20,-3.82
2012-08-29T02:29:05.128935Z,32.8266,-115.5532,20,-3.21
2012-08-29T06:46:12.882841Z,32.9666,-115.5732,20,-3.99
2012-08-29T23:51:44.714649Z,32.8866,-115.4932,15,-3.60
2012-08-29T08:16:27.003872Z,32.9466,-115.5732,25,-3.81
2012-08-29T08:25:28.729841Z,32.9866,-115.5732,25,-3.92
2012-08-29T08:29:42.747421Z,32.8466,-115.5532,17,-4.13
2012-08-29T08:31:00.640658Z,32.8266,-115.5332,19,-4.04
2012-08-29T10:15:32.406032Z,32.9466,-115.5532,22,-3.80
2012-08-29T10:19:31.881190Z,32.9666,-115.5332,19,-4.05
2012-08-29T11:13:20.655198Z,32.9466,-115.5332,14,-3.80
2012-08-29T13:53:00.191905Z,32.9866,-115.4932,21,-2.90
2012-08-29T02:22:26.884887Z,32.7266,-115.6532,9,-3.93
2012-08-29T04:03:45.793221Z,32.6866,-115.5932,1,-3.98
2012-08-29T04:07:00.497857Z,32.8066,-115.5332,14,-3.76
2012-08-29T05:26:55.917030Z,32.6666,-115.4532,1,-4.34
2012-08-29T08:53:28.630397Z,32.9466,-115.5332,21,-4.08
2012-08-29T09:23:07.199570Z,32.9266,-115.5732,20,-3.98
2012-08-29T09:34:53.812268Z,32.9066,-115.5132,22,-3.77
2012-08-29T11:11:13.004332Z,32.8866,-115.6132,20,-3.96
2012-08-29T03:54:18.110436Z,32.7866,-115.4932,6,-4.04
2012-08-29T07:37:45.079547Z,32.9466,-115.5332,10,-4.37
2012-08-29T08:19:58.422523Z,32.9466,-115.5132,18,-4.07
2012-08-29T10:29:42.024524Z,33.0666,-115.6332,13,-4.23
2012-08-29T10:40:55.667205Z,32.6666,-115.4332,1,-4.59
2012-08-29T19:40:13.503753Z,32.9066,-115.5132,15,-4.05
2012-08-29T01:03:34.258175Z,32.8866,-115.5132,13,-4.01
2012-08-29T01:56:03.336071Z,32.8866,-115.3932,1,-3.57
2012-08-29T03:50:00.656071Z,32.8266,-115.4732,1,-3.92
2012-08-29T04:39:05.851032Z,32.9066,-115.5132,18,-3.80
2012-08-29T05:04:47.476190Z,33.0866,-115.7932,11,-3.89
2012-08-29T07:09:45.785397Z,32.8066,-115.5332,15,-4.18
2012-08-29T07:31:45.239252Z,32.8266,-115.5732,22,-4.45
2012-08-29T07:44:31.953538Z,32.7066,-115.5532,10,-4.38
2012-08-29T07:53:48.678294Z,32.6666,-115.3932,1,-3.63
2012-08-29T08:03:26.905919Z,32.7266,-115.5532,12,-4.21
2012-08-29T09:05:19.016111Z,32.9466,-115.5332,19,-4.12
2012-08-29T10:07:31.273016Z,32.8866,-115.4532,6,-3.98
2012-08-29T13:00:26.027698Z,32.7866,-115.5532,17,-4.17
2012-08-29T04:03:20.601332Z,32.6866,-115.5532,5,-3.70
2012-08-29T04:20:51.715380Z,32.9466,-115.5532,6,-4.13
2012-08-30T04:15:27.697189Z,32.8866,-115.5732,22,-3.67
2012-08-30T01:25:58.669841Z,32.8866,-115.5532,17,-2.61
2012-08-30T06:56:59.783810Z,32.8666,-115.5532,20,-3.35
2012-08-30T10:18:56.234490Z,32.9266,-115.5532,20,-2.84
2012-08-30T02:25:11.274643Z,32.8866,-115.5532,3,-3.43
2012-08-30T11:03:23.252540Z,33.1666,-115.8132,25,-3.93
2012-08-30T01:42:56.264150Z,32.9666,-115.5332,14,-3.72
2012-08-30T12:59:56.370205Z,32.7866,-115.5332,13,-3.58
2012-08-30T06:17:33.832778Z,32.8466,-115.5532,20,-3.40
2012-08-30T10:02:13.978016Z,32.8466,-115.5132,23,-3.98
2012-08-30T09:03:43.189524Z,32.7666,-115.5532,11,-4.02
2012-08-30T17:50:00.531253Z,32.9466,-115.5532,24,-2.86
2012-08-30T02:37:17.569841Z,32.8266,-115.5332,19,-3.07
2012-08-30T08:25:02.377285Z,32.8466,-115.5532,23,-3.70
2012-08-30T10:34:57.617421Z,32.9266,-115.5332,19,-4.29
2012-08-30T12:38:11.319841Z,32.7866,-115.5932,10,-3.62
2012-08-30T00:08:12.102381Z,32.8666,-115.5532,25,-3.41
2012-08-30T09:33:50.388333Z,32.9466,-115.5532,17,-3.38
2012-08-30T18:47:54.064428Z,32.9666,-115.5932,16,-3.55
2012-08-30T03:05:13.703413Z,32.7866,-115.4732,17,-3.15
2012-08-30T06:48:13.398832Z,32.9866,-115.5332,24,-4.01
2012-08-30T09:33:10.512086Z,32.8066,-115.5732,20,-3.48
2012-08-30T22:56:44.231468Z,32.8266,-115.5732,18,-3.76
2012-08-30T04:45:20.454683Z,32.7666,-115.5132,1,-3.05
2012-08-30T09:13:00.423016Z,32.8866,-115.4932,15,-3.66
2012-08-30T09:44:27.231071Z,32.6666,-115.4932,1,-4.28
2012-08-30T00:57:30.818373Z,32.9466,-115.5332,17,-3.60
2012-08-30T01:58:44.966349Z,32.8066,-115.5132,10,-3.93
2012-08-30T05:23:46.333872Z,32.9066,-115.4932,18,-3.85
2012-08-30T05:58:11.693770Z,32.8266,-115.5332,15,-4.22
2012-08-30T08:42:38.966967Z,33.0066,-116.2132,23,-4.48
2012-08-30T08:54:59.747761Z,32.6866,-115.5332,8,-3.99
2012-08-30T09:36:33.572761Z,32.6666,-115.5132,1,-3.89
2012-08-30T10:37:31.145595Z,32.9066,-115.4732,16,-3.99
2012-08-30T12:50:41.095714Z,32.7666,-115.4932,13,-3.59
2012-08-30T23:20:13.785000Z,32.8266,-115.5932,21,-3.41
2012-08-30T01:52:11.510102Z,32.6266,-115.3932,1,-3.80
2012-08-30T04:39:14.255476Z,32.8866,-115.4732,18,-3.82
2012-08-30T05:34:31.058968Z,32.9066,-115.4932,17,-3.82
2012-08-30T05:39:20.890714Z,32.8466,-115.6532,24,-3.52
2012-08-30T08:15:56.462444Z,32.8266,-115.4932,17,-4.20
2012-08-30T08:37:13.874570Z,32.6666,-115.5532,1,-4.47
2012-08-30T09:19:47.242818Z,32.8866,-115.5132,16,-4.06
2012-08-30T11:30:56.668492Z,32.9266,-115.5732,24,-4.08
2012-08-30T12:46:19.876984Z,32.6866,-115.5932,1,-3.92
2012-08-30T13:01:02.207064Z,32.6866,-115.5532,4,-3.49
2012-08-30T13:09:56.961349Z,32.7666,-115.4932,20,-3.24
2012-08-30T18:59:25.937420Z,32.7866,-115.5332,24,-3.67
2012-08-30T20:20:59.887222Z,32.8066,-115.5132,13,-3.68
2012-08-30T02:36:00.916111Z,32.8866,-115.4532,12,-4.28
2012-08-30T03:01:12.085635Z,32.9066,-115.5732,24,-3.87
2012-08-30T03:05:05.715159Z,33.3266,-115.6132,25,-3.26
2012-08-30T03:45:13.549921Z,32.8466,-115.6532,20,-4.35
2012-08-30T06:53:59.225317Z,32.7666,-115.4932,4,-4.43
2012-08-30T07:48:14.958016Z,32.6866,-115.5132,1,-4.12
